kit_sku,kit_title,product_title,variant_title,product_qty,kit_contents,sales_price,cost_price,weight_grams,product_cost_price
FRAMEGATE48,Heavy Duty Frame Gate (48 Inch),Post Cap for 1 3/8in Post,,1,POSTCAP,,59.25,12.7,0.15
FRAMEGATE48,Heavy Duty Frame Gate (48 Inch),"49"" x 1.375"" Post",,1,49POST138,,59.25,12.7,5.75
FRAMEGATE48,Heavy Duty Frame Gate (48 Inch),"45"" x 1.375"" Post",,2,45POST138,,59.25,12.7,5.75
FRAMEGATE48,Heavy Duty Frame Gate (48 Inch),Frame Gate Instructions,,1,INS-FRAMEGATE,,59.25,12.7,0
FRAMEGATE48,Heavy Duty Frame Gate (48 Inch),"2 pack of 3/8"" end rail clamps",,1,ERC38PACK2,,59.25,12.7,2.14
FRAMEGATE48,Heavy Duty Frame Gate (48 Inch),Set of 2 male and 2 female hinges for 1 3/8 posts,,1,HINGESET138,,59.25,12.7,4.65
FRAMEGATE48,Heavy Duty Frame Gate (48 Inch),"Galvanized and Black powdercoated heavy duty Kennel Latch for 1-3/8"" to 1-3/8"" posts. #5287",,1,KENNELLATCH138,,59.25,12.7,4.42
FRAMEGATE60,Heavy Duty Frame Gate (60 Inch),"86"" Post",,1,POST86,,66.75,12.7,5.76
FRAMEGATE60,Heavy Duty Frame Gate (60 Inch),"68"" x 1.375"" post",,2,68POST138,,66.75,12.7,5.75
FRAMEGATE60,Heavy Duty Frame Gate (60 Inch),"Gate Corner for 1 3/8"" Gate Frame",,4,GATECORNER,,66.75,12.7,2.1
FRAMEGATE60,Heavy Duty Frame Gate (60 Inch),"Sleeve for 1 3/8"" Posts",,1,SLEEVE138,,66.75,12.7,3.28
FRAMEGATE60,Heavy Duty Frame Gate (60 Inch),Self-Drilling and Tapping Screw,,2,SELFTAP,,66.75,12.7,0.05
FRAMEGATE60,Heavy Duty Frame Gate (60 Inch),"Set Screw 5/16"" - 18",,16,SETSCREW,,66.75,12.7,0.1
FRAMEGATE60,Heavy Duty Frame Gate (60 Inch),Post Cap for 1 3/8in Post,,1,POSTCAP,,66.75,12.7,0.15
FRAMEGATE60,Heavy Duty Frame Gate (60 Inch),"61"" x 1.375"" Post",,1,61POST138,,66.75,12.7,5.75
FRAMEGATE60,Heavy Duty Frame Gate (60 Inch),"57"" x 1.375"" Post",,2,57POST138,,66.75,12.7,5.75
FRAMEGATE60,Heavy Duty Frame Gate (60 Inch),Frame Gate Instructions,,1,INS-FRAMEGATE,,66.75,12.7,0
FRAMEGATE60,Heavy Duty Frame Gate (60 Inch),fgt,,1,FGTC8,,66.75,12.7,7.5
FRAMEGATE60,Heavy Duty Frame Gate (60 Inch),Set of 2 male and 2 female hinges for 1 3/8 posts,,1,HINGESET138,,66.75,12.7,4.65
FRAMEGATE60,Heavy Duty Frame Gate (60 Inch),"2 pack of 3/8"" end rail clamps",,1,ERC38PACK2,,66.75,12.7,2.14
FRAMEGATE60,Heavy Duty Frame Gate (60 Inch),"Galvanized and Black powdercoated heavy duty Kennel Latch for 1-3/8"" to 1-3/8"" posts. #5287",,1,KENNELLATCH138,,66.75,12.7,4.42
UNIMOUNT-ASSEMBLY,2-Pack Arm Add on to Conversion Fence System,Spring-Loaded Houdini Cat Fence Arm,,2,ARM,,9.23,8.2,2.85
UNIMOUNT-ASSEMBLY,2-Pack Arm Add on to Conversion Fence System,Conversion System Arm Mounting Plate,,2,ARMMOUNTINGPLATE,,9.23,8.2,1.42
UNIMOUNT-ASSEMBLY,2-Pack Arm Add on to Conversion Fence System,"Set Screw 5/16"" - 18",,3,SETSCREW,,9.23,8.2,0.1
UNIMOUNT-ASSEMBLY,2-Pack Arm Add on to Conversion Fence System,Hex Wrench for Set Screws,,1,HEXWRENCH,,9.23,8.2,0.39
HOGRINGER-RINGS,"Hog Ringer & 2,500 Hog Rings","Hog Rings (2,500 count)",,1,HOGRINGS2500,,33.68,4,4.17
HOGRINGER-RINGS,"Hog Ringer & 2,500 Hog Rings",Hog Ringer (Tool Only),,1,HOGRINGER,,33.68,4,29.51
GATE60,Access Gate for Freestanding Cat Fence System 60 Inch,30 INCH Access Gate for Freestanding Cat Fence System,,1,GATE30,,33.75,22,23.95
GATE60,Access Gate for Freestanding Cat Fence System 60 Inch,"60"" Gate Extension Kit For Free Standing Cat Fence System",,1,GATEEX,,33.75,22,9.8
FS-KIT-HDWR,Free-Standing Kit Harware,"Set Screw 5/16"" - 18",,17,SETSCREW,,4.19,7.2,0.1
FS-KIT-HDWR,Free-Standing Kit Harware,Self-Drilling and Tapping Screw,,17,SELFTAP,,4.19,7.2,0.05
FS-KIT-HDWR,Free-Standing Kit Harware,Hex Wrench for Set Screws,,1,HEXWRENCH,,4.19,7.2,0.39
FS-KIT-HDWR,Free-Standing Kit Harware,3/8in Driver Bit for Self-Tapping Screws,,1,DRIVERBIT,,4.19,7.2,1.25
CONV-HDWR,Conversion Kit Hardware,"Set Screw 5/16"" - 18",,13,SETSCREW,,1.69,2.8,0.1
CONV-HDWR,Conversion Kit Hardware,Hex Wrench for Set Screws,,1,HEXWRENCH,,1.69,2.8,0.39
516SSWAH-9,Bag of 9 Set Screws,"Set Screw 5/16"" - 18",,9,SETSCREW,,0.9,1.8,0.1
KIT-CONVERSION-50,Existing Fence Conversion System Kit for Cats (50 Feet),Spring-Loaded Houdini Cat Fence Arm,,6,ARM,,50.87,24.8,2.85
KIT-CONVERSION-50,Existing Fence Conversion System Kit for Cats (50 Feet),Conversion System Arm Mounting Plate,,6,ARMMOUNTINGPLATE,,50.87,24.8,1.42
KIT-CONVERSION-50,Existing Fence Conversion System Kit for Cats (50 Feet),"Set Screw 5/16"" - 18",,7,SETSCREW,,50.87,24.8,0.1
KIT-CONVERSION-50,Existing Fence Conversion System Kit for Cats (50 Feet),Hex Wrench for Set Screws,,1,HEXWRENCH,,50.87,24.8,0.39
KIT-CONVERSION-50,Existing Fence Conversion System Kit for Cats (50 Feet),Standard Zip Ties - (100),,1,TIELIGHT,,50.87,24.8,1.01
KIT-CONVERSION-50,Existing Fence Conversion System Kit for Cats (50 Feet),4' x 50 Height Poly Fence Roll,,1,FENCE4X50,,50.87,24.8,22.89
KIT-CONVERSION-50,Existing Fence Conversion System Kit for Cats (50 Feet),Arm to Wall Strap,,2,STRAPAW,,50.87,24.8,0.13
KIT-CONVERSION-50,Existing Fence Conversion System Kit for Cats (50 Feet),Existing Fence Conversion Instructions,,1,INS-CK,,50.87,24.8,0
KIT-CONVERSION-100,Existing Fence Conversion System Kit for Cats (100 Feet),Spring-Loaded Houdini Cat Fence Arm,,12,ARM,,82.3,64.2,2.85
KIT-CONVERSION-100,Existing Fence Conversion System Kit for Cats (100 Feet),Conversion System Arm Mounting Plate,,12,ARMMOUNTINGPLATE,,82.3,64.2,1.42
KIT-CONVERSION-100,Existing Fence Conversion System Kit for Cats (100 Feet),"Set Screw 5/16"" - 18",,13,SETSCREW,,82.3,64.2,0.1
KIT-CONVERSION-100,Existing Fence Conversion System Kit for Cats (100 Feet),Hex Wrench for Set Screws,,1,HEXWRENCH,,82.3,64.2,0.39
KIT-CONVERSION-100,Existing Fence Conversion System Kit for Cats (100 Feet),Standard Zip Ties - (100),,1,TIELIGHT,,82.3,64.2,1.01
KIT-CONVERSION-100,Existing Fence Conversion System Kit for Cats (100 Feet),Arm to Wall Strap,,2,STRAPAW,,82.3,64.2,0.13
KIT-CONVERSION-100,Existing Fence Conversion System Kit for Cats (100 Feet),4' x 100 Height Poly Fence Roll,,1,FENCE4X100,,82.3,64.2,28.1
KIT-CONVERSION-100,Existing Fence Conversion System Kit for Cats (100 Feet),Existing Fence Conversion System Instructions,,1,INS-CK,,82.3,64.2,0
KIT-CONVERSION-200,Existing Fence Conversion System Kit for Cats (200 Feet),Spring-Loaded Houdini Cat Fence Arm,,24,ARM,,160.65,117.6,2.85
KIT-CONVERSION-200,Existing Fence Conversion System Kit for Cats (200 Feet),Conversion System Arm Mounting Plate,,24,ARMMOUNTINGPLATE,,160.65,117.6,1.42
KIT-CONVERSION-200,Existing Fence Conversion System Kit for Cats (200 Feet),"Set Screw 5/16"" - 18",,25,SETSCREW,,160.65,117.6,0.1
KIT-CONVERSION-200,Existing Fence Conversion System Kit for Cats (200 Feet),Hex Wrench for Set Screws,,1,HEXWRENCH,,160.65,117.6,0.39
KIT-CONVERSION-200,Existing Fence Conversion System Kit for Cats (200 Feet),Standard Zip Ties - (100),,2,TIELIGHT,,160.65,117.6,1.01
KIT-CONVERSION-200,Existing Fence Conversion System Kit for Cats (200 Feet),Arm to Wall Strap,,2,STRAPAW,,160.65,117.6,0.13
KIT-CONVERSION-200,Existing Fence Conversion System Kit for Cats (200 Feet),Existing Fence Conversion System Instructions,,1,INS-CK,,160.65,117.6,0
KIT-CONVERSION-200,Existing Fence Conversion System Kit for Cats (200 Feet),4' x 200 Height Poly Fence Roll,,1,FENCE4X200,,160.65,117.6,53
KIT-CONVERSION-300,Existing Fence Conversion System Kit for Cats (300 Feet),Spring-Loaded Houdini Cat Fence Arm,,36,ARM,,259.32,169.4,2.85
KIT-CONVERSION-300,Existing Fence Conversion System Kit for Cats (300 Feet),Conversion System Arm Mounting Plate,,36,ARMMOUNTINGPLATE,,259.32,169.4,1.42
KIT-CONVERSION-300,Existing Fence Conversion System Kit for Cats (300 Feet),"Set Screw 5/16"" - 18",,37,SETSCREW,,259.32,169.4,0.1
KIT-CONVERSION-300,Existing Fence Conversion System Kit for Cats (300 Feet),Hex Wrench for Set Screws,,1,HEXWRENCH,,259.32,169.4,0.39
KIT-CONVERSION-300,Existing Fence Conversion System Kit for Cats (300 Feet),Standard Zip Ties - (100),,3,TIELIGHT,,259.32,169.4,1.01
KIT-CONVERSION-300,Existing Fence Conversion System Kit for Cats (300 Feet),Arm to Wall Strap,,4,STRAPAW,,259.32,169.4,0.13
KIT-CONVERSION-300,Existing Fence Conversion System Kit for Cats (300 Feet),Existing Fence Conversion System Instructions,,1,INS-CK,,259.32,169.4,0
KIT-CONVERSION-300,Existing Fence Conversion System Kit for Cats (300 Feet),4' x 330 Height Poly Fence Roll,,1,FENCE4X330,,259.32,169.4,97.96
KIT-CONVERSION-400,Existing Fence Conversion System Kit for Cats (400 Feet),Spring-Loaded Houdini Cat Fence Arm,,48,ARM,,320.91,235,2.85
KIT-CONVERSION-400,Existing Fence Conversion System Kit for Cats (400 Feet),Conversion System Arm Mounting Plate,,48,ARMMOUNTINGPLATE,,320.91,235,1.42
KIT-CONVERSION-400,Existing Fence Conversion System Kit for Cats (400 Feet),"Set Screw 5/16"" - 18",,50,SETSCREW,,320.91,235,0.1
KIT-CONVERSION-400,Existing Fence Conversion System Kit for Cats (400 Feet),Hex Wrench for Set Screws,,1,HEXWRENCH,,320.91,235,0.39
KIT-CONVERSION-400,Existing Fence Conversion System Kit for Cats (400 Feet),Standard Zip Ties - (100),,4,TIELIGHT,,320.91,235,1.01
KIT-CONVERSION-400,Existing Fence Conversion System Kit for Cats (400 Feet),Arm to Wall Strap,,4,STRAPAW,,320.91,235,0.13
KIT-CONVERSION-400,Existing Fence Conversion System Kit for Cats (400 Feet),Existing Fence Conversion System Instructions,,1,INS-CK,,320.91,235,0
KIT-CONVERSION-400,Existing Fence Conversion System Kit for Cats (400 Feet),4' x 200 Height Poly Fence Roll,,2,FENCE4X200,,320.91,235,53
KIT-SHORTCONV-50,Existing Fence Conversion System for Shorter Fences Kit (50 Feet),Spring-Loaded Houdini Cat Fence Arm,,6,ARM,,95.41,43,2.85
KIT-SHORTCONV-50,Existing Fence Conversion System for Shorter Fences Kit (50 Feet),Conversion System Arm Mounting Plate,,12,ARMMOUNTINGPLATE,,95.41,43,1.42
KIT-SHORTCONV-50,Existing Fence Conversion System for Shorter Fences Kit (50 Feet),"Set Screw 5/16"" - 18",,13,SETSCREW,,95.41,43,0.1
KIT-SHORTCONV-50,Existing Fence Conversion System for Shorter Fences Kit (50 Feet),Hex Wrench for Set Screws,,1,HEXWRENCH,,95.41,43,0.39
KIT-SHORTCONV-50,Existing Fence Conversion System for Shorter Fences Kit (50 Feet),Standard Zip Ties - (100),,1,TIELIGHT,,95.41,43,1.01
KIT-SHORTCONV-50,Existing Fence Conversion System for Shorter Fences Kit (50 Feet),Arm to Wall Strap,,4,STRAPAW,,95.41,43,0.13
KIT-SHORTCONV-50,Existing Fence Conversion System for Shorter Fences Kit (50 Feet),6' Height x 50 Poly Fence Roll,,1,FENCE6X50,,95.41,43,35.87
KIT-SHORTCONV-50,Existing Fence Conversion System for Shorter Fences Kit (50 Feet),Conv Sys Shorter Fences Arm Extension Tube,,6,CONVARMEXT,,95.41,43,3.4
KIT-SHORTCONV-50,Existing Fence Conversion System for Shorter Fences Kit (50 Feet),Double-Bubble Single Use Epoxy Pack+ Stir Stick,,2,EPOXY-SINGLEUSE,,95.41,43,0.89
KIT-SHORTCONV-50,Existing Fence Conversion System for Shorter Fences Kit (50 Feet),Conversion Kit for Shorter Fences Instructions,,1,INS-CKSHORT,,95.41,43,0
PURRFECTPENTHOUSE-WGS6.5FT,Purrfect Penthouse Full Enclosure with Ground Sleeves,"86"" Post",,13,POST86,,335.42,193.2,5.76
PURRFECTPENTHOUSE-WGS6.5FT,Purrfect Penthouse Full Enclosure with Ground Sleeves,"71"" x 1.375"" post",,2,71POST138,,335.42,193.2,5.75
PURRFECTPENTHOUSE-WGS6.5FT,Purrfect Penthouse Full Enclosure with Ground Sleeves,"83"" x 1.375"" post",,6,83POST138,,335.42,193.2,5.75
PURRFECTPENTHOUSE-WGS6.5FT,Purrfect Penthouse Full Enclosure with Ground Sleeves,"73"" x 1.375"" Post",,1,73POST138,,335.42,193.2,5.75
PURRFECTPENTHOUSE-WGS6.5FT,Purrfect Penthouse Full Enclosure with Ground Sleeves,"36"" x 1.375"" Post",,2,36POST138,,335.42,193.2,3.82
PURRFECTPENTHOUSE-WGS6.5FT,Purrfect Penthouse Full Enclosure with Ground Sleeves,"Gate Corner for 1 3/8"" Gate Frame",,4,GATECORNER,,335.42,193.2,2.1
PURRFECTPENTHOUSE-WGS6.5FT,Purrfect Penthouse Full Enclosure with Ground Sleeves,"Driving Cap for 1 3/8"" Sleeve",,1,DRIVECAP138,,335.42,193.2,2.2
PURRFECTPENTHOUSE-WGS6.5FT,Purrfect Penthouse Full Enclosure with Ground Sleeves,"Sleeve for 1 3/8"" Posts",,6,SLEEVE138,,335.42,193.2,3.28
PURRFECTPENTHOUSE-WGS6.5FT,Purrfect Penthouse Full Enclosure with Ground Sleeves,"Set Screw 5/16"" - 18",,57,SETSCREW,,335.42,193.2,0.1
PURRFECTPENTHOUSE-WGS6.5FT,Purrfect Penthouse Full Enclosure with Ground Sleeves,Hex Wrench for Set Screws,,1,HEXWRENCH,,335.42,193.2,0.39
PURRFECTPENTHOUSE-WGS6.5FT,Purrfect Penthouse Full Enclosure with Ground Sleeves,"3-Way Connector for 1 3/8"" Post",,4,3WAYCONNECTOR,,335.42,193.2,3.75
PURRFECTPENTHOUSE-WGS6.5FT,Purrfect Penthouse Full Enclosure with Ground Sleeves,"4-Way Connector for 1 3/8"" Post",,2,4WAYCONNECTOR,,335.42,193.2,4.25
PURRFECTPENTHOUSE-WGS6.5FT,Purrfect Penthouse Full Enclosure with Ground Sleeves,In-Line Clamp,,2,ILC138B,,335.42,193.2,2.15
PURRFECTPENTHOUSE-WGS6.5FT,Purrfect Penthouse Full Enclosure with Ground Sleeves,"Black Vinyl Coated Welded Wire (Galvanized) 42"" x 100' Long - 1.7 X 1.7 square (1.6/2.0mm)",,1,WELDEDWIRE42X100,,335.42,193.2,42
PURRFECTPENTHOUSE-WGS6.5FT,Purrfect Penthouse Full Enclosure with Ground Sleeves,4ftx50ft Welded Wire 1in x 1in,,1,WELDEDWIRE4X50,,335.42,193.2,37.43
PURRFECTPENTHOUSE-WGS6.5FT,Purrfect Penthouse Full Enclosure with Ground Sleeves,Heavy Duty Zip Ties (100),,3,TIEHEAVY,,335.42,193.2,4.04
PURRFECTPENTHOUSE-WGS6.5FT,Purrfect Penthouse Full Enclosure with Ground Sleeves,Standard Zip Ties - (100),,2,TIELIGHT,,335.42,193.2,1.01
PURRFECTPENTHOUSE-WGS6.5FT,Purrfect Penthouse Full Enclosure with Ground Sleeves,"Galvanized 12"" Ground Stakes (Box of 30)",,2,STAKES,,335.42,193.2,11.7
PURRFECTPENTHOUSE-WGS6.5FT,Purrfect Penthouse Full Enclosure with Ground Sleeves,Corner Clamp,,4,CC138B,,335.42,193.2,2.2
PURRFECTPENTHOUSE-WGS6.5FT,Purrfect Penthouse Full Enclosure with Ground Sleeves,Penthouse With Sleeves Instructions,,1,INS-PENWS,,335.42,193.2,0
PURRFECTPENTHOUSE-WGS6.5FT,Purrfect Penthouse Full Enclosure with Ground Sleeves,"Galvanized and Black powdercoated heavy duty Kennel Latch for 1-3/8"" to 1-3/8"" posts. #5287",,1,KENNELLATCH138,,335.42,193.2,4.42
PURRFECTPENTHOUSE-WGS6.5FT,Purrfect Penthouse Full Enclosure with Ground Sleeves,"2 pack of 3/8"" end rail clamps",,1,ERC38PACK2,,335.42,193.2,2.14
PURRFECTPENTHOUSE-WGS6.5FT,Purrfect Penthouse Full Enclosure with Ground Sleeves,Set of 2 male and 2 female hinges for 1 3/8 posts,,1,HINGESET138,,335.42,193.2,4.65
PURRFECTPENTHOUSE-NS7.5FT,Purrfect Penthouse Full Enclosure Fittings Only,"86"" Post",,14,POST86,,312.32,195.4,5.76
PURRFECTPENTHOUSE-NS7.5FT,Purrfect Penthouse Full Enclosure Fittings Only,"36"" x 1.375"" Post",,2,36POST138,,312.32,195.4,3.82
PURRFECTPENTHOUSE-NS7.5FT,Purrfect Penthouse Full Enclosure Fittings Only,"Gate Corner for 1 3/8"" Gate Frame",,4,GATECORNER,,312.32,195.4,2.1
PURRFECTPENTHOUSE-NS7.5FT,Purrfect Penthouse Full Enclosure Fittings Only,"Set Screw 5/16"" - 18",,97,SETSCREW,,312.32,195.4,0.1
PURRFECTPENTHOUSE-NS7.5FT,Purrfect Penthouse Full Enclosure Fittings Only,Hex Wrench for Set Screws,,1,HEXWRENCH,,312.32,195.4,0.39
PURRFECTPENTHOUSE-NS7.5FT,Purrfect Penthouse Full Enclosure Fittings Only,"3-Way Connector for 1 3/8"" Post",,8,3WAYCONNECTOR,,312.32,195.4,3.75
PURRFECTPENTHOUSE-NS7.5FT,Purrfect Penthouse Full Enclosure Fittings Only,"4-Way Connector for 1 3/8"" Post",,4,4WAYCONNECTOR,,312.32,195.4,4.25
PURRFECTPENTHOUSE-NS7.5FT,Purrfect Penthouse Full Enclosure Fittings Only,"Black Vinyl Coated Welded Wire (Galvanized) 42"" x 100' Long - 1.7 X 1.7 square (1.6/2.0mm)",,1,WELDEDWIRE42X100,,312.32,195.4,42
PURRFECTPENTHOUSE-NS7.5FT,Purrfect Penthouse Full Enclosure Fittings Only,4ftx50ft Welded Wire 1in x 1in,,1,WELDEDWIRE4X50,,312.32,195.4,37.43
PURRFECTPENTHOUSE-NS7.5FT,Purrfect Penthouse Full Enclosure Fittings Only,Heavy Duty Zip Ties (100),,3,TIEHEAVY,,312.32,195.4,4.04
PURRFECTPENTHOUSE-NS7.5FT,Purrfect Penthouse Full Enclosure Fittings Only,Standard Zip Ties - (100),,4,TIELIGHT,,312.32,195.4,1.01
PURRFECTPENTHOUSE-NS7.5FT,Purrfect Penthouse Full Enclosure Fittings Only,Penthouse NO Sleeves Instructions,,1,INS-PENNOSLEEVE,,312.32,195.4,0
PURRFECTPENTHOUSE-NS7.5FT,Purrfect Penthouse Full Enclosure Fittings Only,"78"" x 1.375"" post",,2,78POST138,,312.32,195.4,5.75
PURRFECTPENTHOUSE-NS7.5FT,Purrfect Penthouse Full Enclosure Fittings Only,"79.5"" x 1.375"" Post",,1,79.5POST138,,312.32,195.4,5.75
PURRFECTPENTHOUSE-NS7.5FT,Purrfect Penthouse Full Enclosure Fittings Only,"81"" x 1.375"" post",,6,81POST138,,312.32,195.4,5.75
PURRFECTPENTHOUSE-NS7.5FT,Purrfect Penthouse Full Enclosure Fittings Only,"Galvanized and Black powdercoated heavy duty Kennel Latch for 1-3/8"" to 1-3/8"" posts. #5287",,1,KENNELLATCH138,,312.32,195.4,4.42
PURRFECTPENTHOUSE-NS7.5FT,Purrfect Penthouse Full Enclosure Fittings Only,"2 pack of 3/8"" end rail clamps",,1,ERC38PACK2,,312.32,195.4,2.14
PURRFECTPENTHOUSE-NS7.5FT,Purrfect Penthouse Full Enclosure Fittings Only,Set of 2 male and 2 female hinges for 1 3/8 posts,,1,HINGESET138,,312.32,195.4,4.65
DB24X100,"Wide Gap Fence Dog Barrier Kit - 24"" x 100 Feet",Heavy Duty Zip Ties (100),,1,TIEHEAVY,,29.04,42.8,4.04
DB24X100,"Wide Gap Fence Dog Barrier Kit - 24"" x 100 Feet",2'x100' Welded Wire,,1,WELDEDWIRE2X100,,29.04,42.8,25
DB24X100,"Wide Gap Fence Dog Barrier Kit - 24"" x 100 Feet",INS-WIDEGAP,,1,INS-WIDEGAP,,29.04,42.8,0
DB42X100,"Wide Gap Fence Dog Barrier Kit - 42"" x 100 Feet",Heavy Duty Zip Ties (100),,1,TIEHEAVY,,46.04,0.8,4.04
DB42X100,"Wide Gap Fence Dog Barrier Kit - 42"" x 100 Feet","Black Vinyl Coated Welded Wire (Galvanized) 42"" x 100' Long - 1.7 X 1.7 square (1.6/2.0mm)",,1,WELDEDWIRE42X100,,46.04,0.8,42
DB42X100,"Wide Gap Fence Dog Barrier Kit - 42"" x 100 Feet",INS-WIDEGAP,,1,INS-WIDEGAP,,46.04,0.8,0
KITDOG100PL,Houdini-Proof 100' Dog Proofer Fence Extension System Kit - Poly Fence,4' x 100 Height Poly Fence Roll,,1,FENCE4X100,,147.67,92.4,28.1
KITDOG100PL,Houdini-Proof 100' Dog Proofer Fence Extension System Kit - Poly Fence,Heavy Duty Zip Ties (100),,2,TIEHEAVY,,147.67,92.4,4.04
KITDOG100PL,Houdini-Proof 100' Dog Proofer Fence Extension System Kit - Poly Fence,Curved Dog Kit Instructions,,1,INS-DOGCURVED,,147.67,92.4,0
KITDOG100PL,Houdini-Proof 100' Dog Proofer Fence Extension System Kit - Poly Fence,Curved Dog Arm Top Section with swage,,12,CDOGARMTOP,,147.67,92.4,5.5
KITDOG100PL,Houdini-Proof 100' Dog Proofer Fence Extension System Kit - Poly Fence,Dog Arm botom section with mounting brackets and set screw hole,,12,DOGARMBASE,,147.67,92.4,3.65
KITDOG100PL,Houdini-Proof 100' Dog Proofer Fence Extension System Kit - Poly Fence,"Set Screw 5/16"" - 18",,13,SETSCREW,,147.67,92.4,0.1
KITDOG100PL,Houdini-Proof 100' Dog Proofer Fence Extension System Kit - Poly Fence,Hex Wrench for Set Screws,,1,HEXWRENCH,,147.67,92.4,0.39
KITDOG100WW,Houdini-Proof 100' Dog Proofer Fence Extension System Kit - Welded Wire,Heavy Duty Zip Ties (100),,2,TIEHEAVY,,161.57,76.4,4.04
KITDOG100WW,Houdini-Proof 100' Dog Proofer Fence Extension System Kit - Welded Wire,Curved Dog Kit Instructions,,1,INS-DOGCURVED,,161.57,76.4,0
KITDOG100WW,Houdini-Proof 100' Dog Proofer Fence Extension System Kit - Welded Wire,"Black Vinyl Coated Welded Wire (Galvanized) 42"" x 100' Long - 1.7 X 1.7 square (1.6/2.0mm)",,1,WELDEDWIRE42X100,,161.57,76.4,42
KITDOG100WW,Houdini-Proof 100' Dog Proofer Fence Extension System Kit - Welded Wire,Curved Dog Arm Top Section with swage,,12,CDOGARMTOP,,161.57,76.4,5.5
KITDOG100WW,Houdini-Proof 100' Dog Proofer Fence Extension System Kit - Welded Wire,Dog Arm botom section with mounting brackets and set screw hole,,12,DOGARMBASE,,161.57,76.4,3.65
KITDOG100WW,Houdini-Proof 100' Dog Proofer Fence Extension System Kit - Welded Wire,"Set Screw 5/16"" - 18",,13,SETSCREW,,161.57,76.4,0.1
KITDOG100WW,Houdini-Proof 100' Dog Proofer Fence Extension System Kit - Welded Wire,Hex Wrench for Set Screws,,1,HEXWRENCH,,161.57,76.4,0.39
KITDOGSTR100WW,Standard Dog-Proofer Fence Extension System Kit - Welded Wire,Heavy Duty Zip Ties (100),,1,TIEHEAVY,,109.04,48.8,4.04
KITDOGSTR100WW,Standard Dog-Proofer Fence Extension System Kit - Welded Wire,"Black Vinyl Coated Welded Wire (Galvanized) 42"" x 100' Long - 1.7 X 1.7 square (1.6/2.0mm)",,1,WELDEDWIRE42X100,,109.04,48.8,42
KITDOGSTR100WW,Standard Dog-Proofer Fence Extension System Kit - Welded Wire,Standard Dog-Proofer Fence Extension Arm,,12,DOG-STR-ARM,,109.04,48.8,5.25
KITDOGSTR100WW,Standard Dog-Proofer Fence Extension System Kit - Welded Wire,Straight Dog Kit Instructions,,1,INS-DOGSTRAIGHT,,109.04,48.8,0
KITDOGSTR100PL,Standard Dog-Proofer Fence Extension System Kit - Poly Fence,Heavy Duty Zip Ties (100),,1,TIEHEAVY,,95.14,64.8,4.04
KITDOGSTR100PL,Standard Dog-Proofer Fence Extension System Kit - Poly Fence,Standard Dog-Proofer Fence Extension Arm,,12,DOG-STR-ARM,,95.14,64.8,5.25
KITDOGSTR100PL,Standard Dog-Proofer Fence Extension System Kit - Poly Fence,Straight Dog Kit Instructions,,1,INS-DOGSTRAIGHT,,95.14,64.8,0
KITDOGSTR100PL,Standard Dog-Proofer Fence Extension System Kit - Poly Fence,4' x 100 Height Poly Fence Roll,,1,FENCE4X100,,95.14,64.8,28.1
LILPENTHOUSE,7' x 7' x 7' Penthouse with welded wire and gate,Bag of 33 Set screws for small penthouse,,1,516SSWAH-33,,177.73,3,0.9
LILPENTHOUSE,7' x 7' x 7' Penthouse with welded wire and gate,T-Clamp for .922 Tube,,2,CLM-H03,,177.73,3,1.5
LILPENTHOUSE,7' x 7' x 7' Penthouse with welded wire and gate,Female Hinge part for .922 tube,,2,HNG-F0,,177.73,3,1
LILPENTHOUSE,7' x 7' x 7' Penthouse with welded wire and gate,Male Hinge for .922 tube,,2,HNG-M1,,177.73,3,1.25
LILPENTHOUSE,7' x 7' x 7' Penthouse with welded wire and gate,Gate Corner for .922 tube with welded nut,,4,TUB-H02,,177.73,3,2.7
LILPENTHOUSE,7' x 7' x 7' Penthouse with welded wire and gate,"3 way fitting for .922"" tube with welded nut",,8,TUB-H2V1,,177.73,3,3.95
LILPENTHOUSE,7' x 7' x 7' Penthouse with welded wire and gate,"Set of tubes for small penthouse (includes 13pc - 84"", 1pc - 80"" with hole, 1pc - 80"" no hole, 2pc - 28"")",,1,TUBESET922PENTHOUSE,,177.73,3,90.98
LILPENTHOUSE,7' x 7' x 7' Penthouse with welded wire and gate,Standard Zip Ties - (100),,5,TIELIGHT,,177.73,3,1.01
LILPENTHOUSE,7' x 7' x 7' Penthouse with welded wire and gate,"Black Vinyl Coated Welded Wire 1mm - 1.4mm (1"" x 1"" square) 44"" x 75' long",,1,WELDEDWIRE44X75-1X1,,177.73,3,27.3
LILPENTHOUSE,7' x 7' x 7' Penthouse with welded wire and gate,"Gate Latch for .0922  tube with 1/4"" bolt set",,1,095GF-NGL,,177.73,3,3.6
LILPENTHOUSE,7' x 7' x 7' Penthouse with welded wire and gate,Instructions for Purrfect Playhouse,,1,INS-PURRFECT-PLAYHOUSE,,177.73,3,0
KIT-FREESTANDING-50,Free-Standing Cat Fence Enclosure System (50 Feet),Spring-Loaded Houdini Cat Fence Arm,,5,ARM,,147.69,82.5,2.85
KIT-FREESTANDING-50,Free-Standing Cat Fence Enclosure System (50 Feet),"Set Screw 5/16"" - 18",,11,SETSCREW,,147.69,82.5,0.1
